date,population,admission,release
2023-12-02,128068.72364061722,3605.9939503191995,1466.4852507712149
2023-12-03,128923.61695554982,2319.7785657038144,1538.6852507712147
2023-12-04,129367.11027048242,1982.1785657038138,3853.351917437881
2023-12-05,128600.85358541504,3087.095232370481,3496.351917437881
2023-12-06,128301.84690034763,3197.345232370481,3817.601917437881
2023-12-07,127663.34021528022,3177.595232370481,3559.6519174378814
2023-12-08,127321.86686354614,3220.1785657038145,3450.6519174378814
2023-12-09,127206.8935118121,3335.678565703815,1475.318584104548
2023-12-10,127998.58682674471,2266.2618990371475,1481.4852507712146
2023-12-11,128379.69680834393,1863.3452323704807,3793.2352507712144
2023-12-12,127352.8067899432,2766.3452323704814,3437.235250771215
2023-12-13,127065.41677154251,3150.345232370481,3521.235250771215
2023-12-14,126898.02675314175,3352.845232370481,3705.485250771215
2023-12-15,126456.17244902671,3263.630946656195,3613.2160200019844
2023-12-16,126134.70276029632,3291.74633127158,1501.7160200019837
2023-12-17,126916.23307156595,2283.24633127158,1657.8235468837042
2023-12-18,127283.5322000398,2025.9560086909348,4154.823546883704
2023-12-19,126126.66466184705,2997.956008690935,4026.1962176911575
2023-12-20,125212.65426651144,3113.8090107613284,3796.179055219762
2023-12-21,124460.97720450912,3144.1423440946614,3850.0336918112407
2023-12-22,123631.657285364,3018.0896591909127,3310.9824097599585
2023-12-23,123016.18352006498,2694.95736240968,1648.8596991372478
2023-12-24,123485.709754766,2120.9573624096797,1516.5422388197876
2023-12-25,123535.235989467,1567.9573624096795,848.9311277086765
2023-12-26,123963.262224168,1280.9573624096795,2055.7644610420093
2023-12-27,124224.62179220234,2285.6240290763462,2953.2644610420098
2023-12-28,123990.48136023665,2719.1240290763467,2985.2644610420098
2023-12-29,123953.340928271,2948.1240290763467,2588.46446104201
2023-12-30,124278.10049630534,2913.2240290763466,1344.4644610420098
2023-12-31,125313.8600643397,2380.224029076346,1425.1311277086766
